# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=-0.0123332 -----------------
#dely    BF
0.050 -0.0428 -0.0024
0.150 -0.0509 -0.0029
0.250 -0.0242 -0.0015
0.350 -0.0216 -0.0014
0.450 -0.0121 -0.0010
0.550  0.0049  0.0005
0.650  0.0017  0.0002
0.750  0.0073  0.0011
0.850  0.0023  0.0005
0.950  0.0041  0.0009
1.050  0.0032  0.0011
1.150  0.0039  0.0015
1.250  0.0009  0.0004
1.350  0.0000  0.0000
1.450  0.0000  0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
