# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.25
# ------- normalization=0.0815542 -----------------
#dely    BF
0.050  0.1500  0.0067
0.150  0.1166  0.0055
0.250  0.1113  0.0054
0.350  0.1010  0.0053
0.450  0.0653  0.0038
0.550  0.0637  0.0040
0.650  0.0541  0.0034
0.750  0.0457  0.0033
0.850  0.0578  0.0050
0.950  0.0153  0.0014
1.050  0.0216  0.0024
1.150  0.0127  0.0016
1.250 -0.0028 -0.0005
1.350  0.0020  0.0004
1.450  0.0006  0.0003
1.550  0.0007  0.0004
1.650  0.0000  0.0000
1.750  0.0000  0.0000
