# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0447761 -----------------
#dely    BF    dB     BFVar
0.050 -0.0693 -0.0000  0.0028
0.150 -0.0638 -0.0000  0.0019
0.250 -0.0592 -0.0000  0.0043
0.350 -0.0538 -0.0000  0.0016
0.450 -0.0459 -0.0000  0.0028
0.550 -0.0390 -0.0000  0.0022
0.650 -0.0349 -0.0000  0.0023
0.750 -0.0289 -0.0000  0.0013
0.850 -0.0224 -0.0000  0.0015
0.950 -0.0158 -0.0000  0.0019
1.050 -0.0119 -0.0000  0.0019
1.150 -0.0072 -0.0000  0.0009
1.250 -0.0024 -0.0000  0.0006
1.350  0.0001  0.0000  0.0010
1.450  0.0024  0.0000  0.0006
1.550  0.0025  0.0000  0.0006
1.650  0.0014  0.0000  0.0004
1.750  0.0002  0.0000  0.0000
