# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.19931 -----------------
#dely    BF    dB     BFVar
0.050  0.2461  0.0001  0.0028
0.150  0.2314  0.0001  0.0031
0.250  0.2173  0.0001  0.0030
0.350  0.2006  0.0001  0.0030
0.450  0.1823  0.0001  0.0038
0.550  0.1642  0.0001  0.0022
0.650  0.1473  0.0001  0.0026
0.750  0.1290  0.0001  0.0016
0.850  0.1107  0.0001  0.0012
0.950  0.0935  0.0001  0.0022
1.050  0.0768  0.0001  0.0027
1.150  0.0606  0.0001  0.0011
1.250  0.0466  0.0001  0.0014
1.350  0.0352  0.0000  0.0009
1.450  0.0247  0.0000  0.0004
1.550  0.0158  0.0000  0.0004
1.650  0.0084  0.0000  0.0003
1.750  0.0026  0.0000  0.0002
