# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.302311 -----------------
#dely    BF
0.050  0.5192  0.0005
0.150  0.4834  0.0005
0.250  0.4343  0.0005
0.350  0.3717  0.0005
0.450  0.3077  0.0004
0.550  0.2535  0.0004
0.650  0.1998  0.0003
0.750  0.1549  0.0003
0.850  0.1103  0.0002
0.950  0.0772  0.0002
1.050  0.0502  0.0001
1.150  0.0309  0.0001
1.250  0.0170  0.0001
1.350  0.0091  0.0000
1.450  0.0034  0.0000
1.550  0.0007  0.0000
1.650 -0.0003 -0.0000
1.750 -0.0000 -0.0000
