# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.393166 -----------------
#dely    BF    dB     BFVar
0.050  0.5986  0.0003  0.0032
0.150  0.5543  0.0003  0.0031
0.250  0.5034  0.0003  0.0039
0.350  0.4470  0.0002  0.0019
0.450  0.3866  0.0002  0.0020
0.550  0.3294  0.0002  0.0017
0.650  0.2728  0.0002  0.0014
0.750  0.2226  0.0002  0.0024
0.850  0.1752  0.0001  0.0012
0.950  0.1361  0.0001  0.0027
1.050  0.1017  0.0001  0.0028
1.150  0.0738  0.0001  0.0013
1.250  0.0527  0.0001  0.0009
1.350  0.0349  0.0000  0.0007
1.450  0.0222  0.0000  0.0006
1.550  0.0125  0.0000  0.0004
1.650  0.0062  0.0000  0.0003
1.750  0.0016  0.0000  0.0001
