# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0483384 -----------------
#dely    BF    dB     BFVar
0.050  0.0785  0.0001  0.0018
0.150  0.0742  0.0001  0.0014
0.250  0.0678  0.0001  0.0014
0.350  0.0626  0.0001  0.0015
0.450  0.0548  0.0000  0.0028
0.550  0.0466  0.0000  0.0014
0.650  0.0372  0.0000  0.0011
0.750  0.0289  0.0000  0.0011
0.850  0.0203  0.0000  0.0008
0.950  0.0128  0.0000  0.0011
1.050  0.0064  0.0000  0.0008
1.150  0.0016  0.0000  0.0004
1.250 -0.0007 -0.0000  0.0005
1.350 -0.0023 -0.0000  0.0003
1.450 -0.0024 -0.0000  0.0003
1.550 -0.0019 -0.0000  0.0002
1.650 -0.0009 -0.0000  0.0001
1.750 -0.0001 -0.0000  0.0000
