# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0503249 -----------------
#dely    BF    dB     BFVar
0.050 -0.0854 -0.0002  0.0063
0.150 -0.0787 -0.0002  0.0051
0.250 -0.0718 -0.0002  0.0026
0.350 -0.0624 -0.0002  0.0024
0.450 -0.0532 -0.0002  0.0016
0.550 -0.0435 -0.0002  0.0023
0.650 -0.0340 -0.0002  0.0022
0.750 -0.0262 -0.0002  0.0010
0.850 -0.0186 -0.0001  0.0008
0.950 -0.0134 -0.0001  0.0013
1.050 -0.0086 -0.0001  0.0008
1.150 -0.0048 -0.0001  0.0004
1.250 -0.0020 -0.0000  0.0003
1.350 -0.0006 -0.0000  0.0002
1.450 -0.0002 -0.0000  0.0004
1.550 -0.0000 -0.0000  0.0001
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
