# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-1.37138 -----------------
#dely    BF
0.050 -12.5713 -0.0792
0.150 -10.3061 -0.0676
0.250 -8.2081 -0.0563
0.350 -5.5501 -0.0405
0.450 -3.4734 -0.0270
0.550 -1.7755 -0.0148
0.650  1.5780  0.0146
0.750  0.4249  0.0043
0.850  2.7694  0.0307
0.950  3.5850  0.0449
1.050  4.3117  0.0604
1.150  5.2490  0.0841
1.250  3.4888  0.0653
1.350  2.1266  0.0457
1.450  2.7784  0.0708
1.550  1.6037  0.0528
1.650  0.2705  0.0122
1.750 -0.0150 -0.0011
