# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.25
# ------- normalization=0.00875244 -----------------
#dely    BF
0.050  0.0083  0.0012
0.150  0.0419  0.0056
0.250  0.0105  0.0015
0.350  0.0089  0.0014
0.450  0.0024  0.0005
0.550  0.0002  0.0000
0.650  0.0032  0.0007
0.750  0.0026  0.0007
0.850  0.0093  0.0025
0.950 -0.0004 -0.0001
1.050  0.0046  0.0021
1.150 -0.0013 -0.0008
1.250 -0.0027 -0.0016
1.350  0.0000  0.0000
1.450  0.0000  0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
