# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.25
# ------- normalization=0.0828578 -----------------
#dely    BF
0.050  0.1214  0.0053
0.150  0.1265  0.0057
0.250  0.1155  0.0055
0.350  0.0947  0.0047
0.450  0.0759  0.0044
0.550  0.0617  0.0039
0.650  0.0570  0.0038
0.750  0.0558  0.0040
0.850  0.0427  0.0038
0.950  0.0313  0.0030
1.050  0.0256  0.0025
1.150  0.0100  0.0015
1.250  0.0080  0.0014
1.350  0.0028  0.0007
1.450 -0.0005 -0.0002
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
