294.846 228.003 169.816 119.095 85.2093 53.7507 34.5726 22.6799 9.95509 3.0327 0.805512 1.35134 -0.0904671 -0.856143 0.114395 0 0 
228.003 233.89 164.35 117.092 87.7771 62.1256 42.1822 30.2259 17.4025 8.51525 6.02037 4.92565 1.3742 -0.0727985 0.1592 0 0 
169.816 164.35 148.351 107.345 87.6588 67.7426 51.4147 40.0973 27.8923 18.3156 12.9078 8.72892 4.38343 1.16306 0.206606 0 0 
119.095 117.092 107.345 94.6319 76.2748 62.6119 50.972 40.799 31.8267 21.4029 16.029 10.8668 5.97109 1.91343 0.230062 0 0 
85.2093 87.7771 87.6588 76.2748 73.9572 61.263 51.7833 43.3194 34.3428 24.7844 18.3479 12.1482 6.5438 2.30517 0.214391 0 0 
53.7507 62.1256 67.7426 62.6119 61.263 63.3961 50.9748 47.1511 38.7741 29.0787 21.6647 14.3369 8.14532 3.04327 0.232165 0 0 
34.5726 42.1822 51.4147 50.972 51.7833 50.9748 56.3199 46.0155 39.7151 31.0118 23.1852 15.2789 8.81438 3.37646 0.26701 0 0 
22.6799 30.2259 40.0973 40.799 43.3194 47.1511 46.0155 47.9886 38.8187 30.1702 22.4586 15.346 8.84758 3.47012 0.22395 0 0 
9.95509 17.4025 27.8923 31.8267 34.3428 38.7741 39.7151 38.8187 38.4326 28.2582 21.7736 14.5119 8.60994 3.48377 0.226344 0 0 
3.0327 8.51525 18.3156 21.4029 24.7844 29.0787 31.0118 30.1702 28.2582 24.2971 17.7855 12.0368 7.19227 2.89774 0.194242 0 0 
0.805512 6.02037 12.9078 16.029 18.3479 21.6647 23.1852 22.4586 21.7736 17.7855 14.6683 9.63329 5.78364 2.37071 0.14782 0 0 
1.35134 4.92565 8.72892 10.8668 12.1482 14.3369 15.2789 15.346 14.5119 12.0368 9.63329 7.16973 4.18458 1.71484 0.111294 0 0 
-0.0904671 1.3742 4.38343 5.97109 6.5438 8.14532 8.81438 8.84758 8.60994 7.19227 5.78364 4.18458 2.77572 1.06376 0.0727063 0 0 
-0.856143 -0.0727985 1.16306 1.91343 2.30517 3.04327 3.37646 3.47012 3.48377 2.89774 2.37071 1.71484 1.06376 0.560646 0.0256773 0 0 
0.114395 0.1592 0.206606 0.230062 0.214391 0.232165 0.26701 0.22395 0.226344 0.194242 0.14782 0.111294 0.0727063 0.0256773 0.028073 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
