20.5057 37.5602 2.62463 -25.1182 28.2646 -51.7972 -18.2711 11.6591 -38.6983 
-3.47207 5.78593 -8.5427 8.95049 -0.360939 0.332448 -5.4802 2.59919 2.27088 
-1.18869 2.81391 -0.265681 0.39032 -0.239927 -0.407396 1.25052 -0.529948 -0.576966 
2.13315 -0.413111 -0.258893 0.306369 0.603585 -1.06822 -0.52104 -1.01186 -0.501086 
-0.0870438 -0.334732 0.124137 -1.07635 0.362123 -0.813799 0.401791 -0.518043 0.435756 
0.810103 -1.72167 -0.645225 1.35712 0.374327 0.285725 -0.649842 -0.94881 -0.411388 
1.08845 0.208315 0.147007 -0.566758 -0.532877 -0.800411 0.711448 -0.304023 0.41411 
-0.583999 1.91754 0.413567 0.279285 -0.192511 0.125361 -0.792375 -0.974597 0.195089 
0.691848 -0.0280187 -0.297926 -0.333504 0.015395 0.39767 -0.519775 -0.292762 -0.144283 
0.342117 -0.312077 -0.133658 0.230854 0.120027 -0.438238 0.0792583 0.0542792 -0.312204 
-9.63549 -10.6618 2.86744 12.5151 -3.10099 13.9824 7.90578 -0.15606 14.8117 
-0.700743 1.9583 -0.625781 -1.32894 3.60711 -0.907726 5.31317 -1.5353 -5.70547 
-3.26149 -1.9589 1.05879 0.229668 1.88127 -0.284034 2.32321 0.314561 -0.305856 
2.25669 -2.57454 0.443858 -0.916536 -2.59338 -0.822654 0.184006 0.0738651 -0.757952 
0.505497 0.243352 -0.952601 -1.05613 1.08485 0.442205 -0.875994 -0.446386 -0.0892075 
1.48596 -0.108074 0.402848 -2.23949 -0.941694 0.193326 0.204034 -0.554745 0.401991 
0.717854 -0.82301 -1.21963 1.61133 -0.460795 0.225173 0.414665 -0.484273 -0.803731 
0.330271 -0.330433 0.0467035 -0.326896 -0.504954 -0.0278286 0.94443 -0.420024 -0.167354 
-0.74068 0.791861 -0.173311 -0.43087 0.18278 0.366568 0.666925 0.283952 -0.157768 
-0.424521 -0.389791 0.220011 0.317968 0.667474 0.175342 0.185304 -0.486706 0.0438607 
-15.0872 -3.01183 1.25404 11.1959 1.7765 9.12675 -1.55138 8.67192 4.1716 
0.0535381 3.25987 -2.42962 1.84888 -1.33055 -0.362163 -1.53892 1.67818 -1.42537 
-1.09791 0.277575 0.608514 -0.971193 -0.231982 0.33236 2.02503 0.0915989 0.497079 
-1.03411 -0.453949 -0.697794 0.568349 0.441416 0.660161 1.11673 0.498702 0.808247 
0.429398 0.861687 -0.0475368 0.100422 0.105671 0.484312 -0.787879 -0.305611 -0.76706 
-1.13079 -0.546158 0.454653 0.609106 -0.113929 0.715179 -0.208588 1.37289 0.274682 
-0.258477 -0.252258 0.49961 -0.0260466 0.103889 -0.49375 -0.0905796 0.438781 0.369733 
-0.381919 -0.00265218 -0.00682248 0.536549 0.186066 -0.317299 0.0359383 0.277175 -0.0597902 
0.0129436 -0.143288 0.170493 -0.0693476 0.096816 -0.114761 -0.111597 0.155707 -0.0290261 
0.5361 0.00481317 -0.0405026 -0.11228 -0.212595 -0.272133 -0.0283285 0.00299074 -0.311268 
-6.50043 6.39696 -6.00478 -10.8272 11.4363 -28.8569 -6.19561 29.0281 -13.7087 
7.11807 -1.11987 0.0784845 4.18486 -0.290224 -4.56554 -0.608045 -0.127583 -5.59716 
-2.59922 -1.18253 1.90197 1.81264 -0.657846 -0.413712 0.527348 1.52856 0.437989 
0.684174 1.1024 -2.48967 -4.49148 0.530479 1.90405 0.0795313 0.723971 -1.25728 
-1.19386 1.20704 -1.86244 0.938629 0.600933 -1.12293 0.700059 0.110878 -0.921077 
0.0102828 2.49246 0.423301 0.118588 -1.16503 -0.648751 -1.27381 0.148378 0.125974 
1.78448 0.436253 -0.943308 -1.35484 0.932537 -0.0595959 -0.338216 -1.0691 0.00370729 
0.125561 -0.564775 -0.651154 -0.183955 -0.3617 1.55424 0.480024 -0.161359 -0.1708 
1.41461 0.0421786 -0.378169 -0.660341 -0.0765382 -0.66204 -1.11962 0.479584 -0.526665 
0.805885 -0.508857 -0.152593 -0.533094 -0.607832 -0.852566 0.141267 0.757737 0.081659 
