# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.00523181 -----------------
#dely    BF    dB     BFVar
0.050 -0.0203 -0.0001  0.0045
0.150 -0.0203 -0.0001  0.0026
0.250 -0.0142 -0.0001  0.0049
0.350 -0.0093 -0.0001  0.0018
0.450 -0.0047 -0.0000  0.0015
0.550 -0.0007 -0.0000  0.0016
0.650  0.0007  0.0000  0.0039
0.750  0.0025  0.0000  0.0021
0.850  0.0036  0.0000  0.0008
0.950  0.0032  0.0000  0.0009
1.050  0.0028  0.0000  0.0007
1.150  0.0021  0.0000  0.0006
1.250  0.0013  0.0000  0.0006
1.350  0.0007  0.0000  0.0001
1.450  0.0003  0.0000  0.0001
1.550  0.0000  0.0000  0.0000
1.650 -0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000
