# ICODE=2212, JCODE=-2212
# SIGMA_QGP=1.1448, SIGMA_HAD=0.515618
# NSAMPLE=10000000, Tblast=89.5679, UPERPblast(x,y)=(0.733,0.733)
# SOVERUD=0.7108, QUARK_ENTROPY_RATIO=0.2024, BARYON_FUDGE=0.6545
# ------- normalization=0.0639991 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0813  0.0012  0.1637 -0.0824  0.0000
0.150  0.0823  0.0013  0.1567 -0.0744  0.0000
0.250  0.0786  0.0013  0.1444 -0.0657  0.0000
0.350  0.0776  0.0014  0.1313 -0.0536  0.0000
0.450  0.0619  0.0012  0.1039 -0.0420  0.0000
0.550  0.0614  0.0014  0.0918 -0.0305  0.0000
0.650  0.0536  0.0014  0.0779 -0.0243  0.0000
0.750  0.0436  0.0014  0.0585 -0.0149  0.0000
0.850  0.0369  0.0013  0.0464 -0.0096  0.0000
0.950  0.0288  0.0013  0.0345 -0.0057  0.0000
1.050  0.0186  0.0011  0.0219 -0.0033  0.0000
1.150  0.0095  0.0008  0.0110 -0.0014  0.0000
1.250  0.0037  0.0005  0.0042 -0.0005  0.0000
1.350  0.0017  0.0003  0.0018 -0.0001  0.0000
1.450  0.0004  0.0002  0.0004  0.0000  0.0000
1.550  0.0000  0.0000  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
