0.462312 0.190737 0.658291 0.306533 0.152348 0.41206 0.909548 0.140855 0.738693 0.105528 0.32729 0.331658 37.608 2.21012 -2.84146 -16.9138 -15.5347 7.5862 -3.72066 3.15559 -3.43589 -118.637 29.579 11.0176 0 
0.613065 0.169986 0.673367 0.040201 0.651678 0.979899 0.18593 0.163957 0.0653266 0.130653 0.256784 0.19598 -37.0087 -29.7855 -2.19016 -30.0746 -0.486783 -2.12209 19.8271 9.50171 1.81469 -22.9735 -5.00464 2.6248 0 
0.231156 0.187583 0.246231 0.638191 0.0959816 0.457286 0.326633 0.224683 0.768844 0.291457 0.0969055 0.0351759 22.4282 7.5655 0.294195 22.8404 -0.513946 6.83912 -6.12019 2.61855 2.33889 102.681 3.01475 4.38089 0 
0.040201 0.712524 0.839196 0.899497 0.0279088 0.20603 0.758794 0.149305 0.733668 0.80402 0.0237742 0.105528 181.05 29.5973 4.29063 -7.19018 42.4918 3.20987 67.2608 -18.4361 2.97258 180.492 29.5581 -3.68433 0 
0.954774 0.155255 0.733668 0.547739 0.0335373 0.080402 0.703518 0.089288 0.40201 0.788945 0.176157 0.864322 26.8075 -14.56 2.06357 59.1289 -28.6946 5.47911 -11.7391 -2.52997 0.766039 -44.142 -36.6992 -3.94196 0 
0.241206 0.24436 0.537688 1 0.0571225 0.38191 0.688442 0.11988 0.552764 0.0653266 0.564587 0.979899 85.2786 1.68406 0.508095 15.3861 -5.8738 3.20247 -27.0645 8.30937 -4.29658 -185.839 34.4822 -5.52468 0 
0.527638 0.0761024 0.18593 0.904523 0.0178973 0.155779 0.140704 0.286971 0.452261 0.733668 0.119209 0.557789 -15.9943 -2.91116 -1.32105 101.053 -2.16882 4.75003 -47.009 -2.65547 -1.53155 91.6866 -22.3075 5.58582 0 
0.221106 0.303896 0.748744 0.457286 0.225255 0.994975 0.040201 0.519318 0.241206 0.462312 0.0515782 0.0502513 84.7918 -1.95321 -2.47228 -73.4855 -7.01711 3.55007 56.6541 18.5269 -0.162064 120.457 -22.3708 7.04381 0 
0.170854 0.333482 0.678392 0.974874 0.0943031 0.567839 0.633166 0.17106 0.788945 0.0351759 0.576204 0.306533 121.953 24.291 -1.11218 -30.6379 10.3556 7.82245 0.38053 10.4815 -5.96838 -75.6841 68.3745 -3.60174 0 
0.522613 0.0517988 0.0703518 0.643216 0.127624 0.623116 0.60804 0.123016 0.527638 0.603015 0.0858103 0.326633 -167.272 2.81421 2.25926 191.904 -18.9982 11.4141 -30.0422 -7.3693 1.76927 141.241 2.01197 3.45888 0 
0.130653 0.431896 0.884422 0.748744 0.154451 0.809045 0.256281 0.123214 0.0954774 0.824121 0.166752 0.829146 146.064 18.1546 1.18278 -72.76 2.05421 7.79263 64.3422 -3.89405 0.432633 -52.1808 -26.8987 -3.19187 0 
0.502513 0.108767 0.316583 0.135678 0.281289 0.442211 0.266332 0.102619 0.0150754 0.914573 0.174434 0.894472 -95.1604 -18.5638 0.55715 62.1786 -23.933 2.85842 -13.2606 -2.15736 -0.0192694 -17.2038 -45.0835 -3.1693 0 
0.869347 0.203978 0.934673 0.125628 0.251061 0.211055 0.78392 0.0450206 0.20603 0.226131 0.280374 0.78392 31.4599 -28.0041 1.48054 -4.88864 -22.773 3.32714 10.312 11.3756 0.37658 -173.378 -15.4526 3.7039 0 
