# SIGMA_QGP=1.0325, SIGMA_HAD=0.454713
# NSAMPLE=10000000, Tblast=75.9915, UPERPblast(x,y)=(0.7544,0.7544)
# SOVERUD=0.8098, QUARK_ENTROPY_RATIO=0.1801, BARYON_FUDGE=0.6182
# ------- normalization=0.232877 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3245  0.0003  0.0631  0.0872  0.1742
0.150  0.3005  0.0002  0.0581  0.0805  0.1620
0.250  0.2767  0.0002  0.0544  0.0728  0.1495
0.350  0.2492  0.0002  0.0492  0.0652  0.1348
0.450  0.2237  0.0002  0.0454  0.0571  0.1213
0.550  0.1954  0.0002  0.0404  0.0485  0.1064
0.650  0.1686  0.0002  0.0362  0.0412  0.0911
0.750  0.1427  0.0002  0.0320  0.0331  0.0775
0.850  0.1170  0.0002  0.0268  0.0265  0.0638
0.950  0.0947  0.0001  0.0238  0.0205  0.0504
1.050  0.0737  0.0001  0.0192  0.0157  0.0388
1.150  0.0565  0.0001  0.0165  0.0115  0.0285
1.250  0.0407  0.0001  0.0130  0.0079  0.0199
1.350  0.0283  0.0001  0.0095  0.0054  0.0133
1.450  0.0186  0.0001  0.0068  0.0035  0.0083
1.550  0.0108  0.0000  0.0042  0.0020  0.0045
1.650  0.0056  0.0000  0.0025  0.0009  0.0022
1.750  0.0017  0.0000  0.0009  0.0003  0.0006
