# ICODE=211, JCODE=-2212
# SIGMA_QGP=1.0325, SIGMA_HAD=0.454713
# NSAMPLE=10000000, Tblast=75.9915, UPERPblast(x,y)=(0.7544,0.7544)
# SOVERUD=0.8098, QUARK_ENTROPY_RATIO=0.1801, BARYON_FUDGE=0.6182
# ------- normalization=0.00535631 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0129  0.0000  0.0015  0.0046  0.0069
0.150  0.0111  0.0000  0.0014  0.0041  0.0056
0.250  0.0082  0.0000  0.0010  0.0038  0.0034
0.350  0.0061  0.0000  0.0013  0.0034  0.0015
0.450  0.0033  0.0000  0.0008  0.0027 -0.0003
0.550  0.0021  0.0000  0.0003  0.0022 -0.0004
0.650  0.0023  0.0000  0.0007  0.0019 -0.0003
0.750  0.0017  0.0000  0.0005  0.0013 -0.0001
0.850  0.0020  0.0000  0.0010  0.0010  0.0000
0.950  0.0015  0.0000  0.0006  0.0007  0.0002
1.050  0.0010  0.0000  0.0005  0.0003  0.0002
1.150  0.0006  0.0000  0.0003  0.0003  0.0001
1.250  0.0005  0.0000  0.0002  0.0001  0.0001
1.350  0.0002  0.0000  0.0002  0.0000  0.0000
1.450  0.0000  0.0000  0.0000  0.0000  0.0000
1.550  0.0000  0.0000  0.0000  0.0000 -0.0000
1.650  0.0000  0.0000  0.0000  0.0000 -0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
