# ICODE=321, JCODE=-321
# SIGMA_QGP=1.0325, SIGMA_HAD=0.454713
# NSAMPLE=10000000, Tblast=75.9915, UPERPblast(x,y)=(0.7544,0.7544)
# SOVERUD=0.8098, QUARK_ENTROPY_RATIO=0.1801, BARYON_FUDGE=0.6182
# ------- normalization=0.0627636 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0949  0.0005  0.0879  0.0011  0.0059
0.150  0.0908  0.0005  0.0845  0.0009  0.0055
0.250  0.0826  0.0005  0.0766  0.0008  0.0051
0.350  0.0727  0.0004  0.0675  0.0008  0.0044
0.450  0.0658  0.0004  0.0614  0.0004  0.0039
0.550  0.0548  0.0004  0.0514  0.0003  0.0032
0.650  0.0456  0.0004  0.0430  0.0001  0.0025
0.750  0.0373  0.0003  0.0350  0.0002  0.0021
0.850  0.0279  0.0003  0.0264  0.0000  0.0015
0.950  0.0218  0.0003  0.0206  0.0002  0.0011
1.050  0.0152  0.0002  0.0144  0.0000  0.0007
1.150  0.0094  0.0002  0.0090  0.0000  0.0003
1.250  0.0052  0.0001  0.0050 -0.0000  0.0002
1.350  0.0026  0.0001  0.0025 -0.0000  0.0000
1.450  0.0009  0.0001  0.0009  0.0000  0.0000
1.550  0.0002  0.0000  0.0002  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
