# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.192795 -----------------
#dely    BF    dB     BFVar
0.050  0.2701  0.0001  0.0021
0.150  0.2524  0.0001  0.0054
0.250  0.2308  0.0001  0.0013
0.350  0.2097  0.0001  0.0019
0.450  0.1871  0.0001  0.0021
0.550  0.1639  0.0001  0.0024
0.650  0.1390  0.0001  0.0020
0.750  0.1160  0.0001  0.0023
0.850  0.0956  0.0001  0.0012
0.950  0.0758  0.0001  0.0017
1.050  0.0590  0.0001  0.0020
1.150  0.0438  0.0000  0.0008
1.250  0.0319  0.0000  0.0010
1.350  0.0221  0.0000  0.0008
1.450  0.0151  0.0000  0.0006
1.550  0.0092  0.0000  0.0011
1.650  0.0049  0.0000  0.0005
1.750  0.0014  0.0000  0.0002
