# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.100997 -----------------
#dely    BF
0.050  0.0169  0.0001
0.150  0.2575  0.0014
0.250  0.1223  0.0007
0.350  0.4616  0.0028
0.450  0.1715  0.0011
0.550  0.2839  0.0020
0.650 -0.3323 -0.0027
0.750 -0.0278 -0.0003
0.850 -0.0646 -0.0007
0.950  0.2693  0.0032
1.050 -0.1306 -0.0018
1.150 -0.1243 -0.0021
1.250  0.1669  0.0033
1.350  0.0547  0.0013
1.450 -0.0645 -0.0019
1.550  0.0201  0.0008
1.650 -0.0717 -0.0041
1.750  0.0011  0.0001
