# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.274232 -----------------
#dely    BF    dB     BFVar
0.050  0.3916  0.0002  0.0031
0.150  0.3627  0.0002  0.0021
0.250  0.3319  0.0002  0.0022
0.350  0.3012  0.0002  0.0021
0.450  0.2662  0.0002  0.0020
0.550  0.2328  0.0002  0.0044
0.650  0.1981  0.0001  0.0014
0.750  0.1649  0.0001  0.0014
0.850  0.1359  0.0001  0.0019
0.950  0.1069  0.0001  0.0009
1.050  0.0826  0.0001  0.0007
1.150  0.0603  0.0001  0.0010
1.250  0.0427  0.0001  0.0008
1.350  0.0293  0.0000  0.0007
1.450  0.0185  0.0000  0.0004
1.550  0.0105  0.0000  0.0003
1.650  0.0048  0.0000  0.0003
1.750  0.0014  0.0000  0.0003
