# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0433514 -----------------
#dely    BF    dB     BFVar
0.050  0.1432  0.0013  0.0078
0.150  0.0896  0.0009  0.0054
0.250  0.0590  0.0006  0.0077
0.350  0.0394  0.0005  0.0044
0.450  0.0247  0.0004  0.0052
0.550  0.0227  0.0004  0.0041
0.650  0.0166  0.0003  0.0029
0.750  0.0125  0.0003  0.0025
0.850  0.0096  0.0003  0.0017
0.950  0.0063  0.0002  0.0012
1.050  0.0053  0.0002  0.0044
1.150  0.0024  0.0001  0.0012
1.250  0.0016  0.0001  0.0003
1.350  0.0005  0.0001  0.0003
1.450  0.0001  0.0000  0.0001
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
