# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.132477 -----------------
#dely    BF    dB     BFVar
0.050  0.2903  0.0029  0.0089
0.150  0.2475  0.0026  0.0114
0.250  0.1954  0.0021  0.0077
0.350  0.1548  0.0019  0.0200
0.450  0.1150  0.0015  0.0094
0.550  0.0912  0.0014  0.0057
0.650  0.0677  0.0012  0.0047
0.750  0.0589  0.0012  0.0042
0.850  0.0389  0.0009  0.0082
0.950  0.0263  0.0008  0.0033
1.050  0.0204  0.0007  0.0031
1.150  0.0106  0.0005  0.0015
1.250  0.0050  0.0003  0.0009
1.350  0.0026  0.0003  0.0005
1.450  0.0001  0.0000  0.0001
1.550  0.0000  0.0000  0.0001
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
