# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.201737 -----------------
#dely    BF    dB     BFVar
0.050  0.2718  0.0001  0.0025
0.150  0.2542  0.0001  0.0031
0.250  0.2319  0.0001  0.0021
0.350  0.2126  0.0001  0.0022
0.450  0.1888  0.0001  0.0026
0.550  0.1674  0.0001  0.0021
0.650  0.1462  0.0001  0.0014
0.750  0.1252  0.0001  0.0024
0.850  0.1048  0.0001  0.0012
0.950  0.0858  0.0001  0.0033
1.050  0.0686  0.0001  0.0012
1.150  0.0529  0.0001  0.0010
1.250  0.0392  0.0000  0.0012
1.350  0.0280  0.0000  0.0007
1.450  0.0193  0.0000  0.0005
1.550  0.0123  0.0000  0.0005
1.650  0.0064  0.0000  0.0003
1.750  0.0020  0.0000  0.0002
