# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0204094 -----------------
#dely    BF    dB     BFVar
0.050 -0.0233 -0.0001  0.0032
0.150 -0.0225 -0.0001  0.0023
0.250 -0.0228 -0.0001  0.0019
0.350 -0.0217 -0.0001  0.0015
0.450 -0.0193 -0.0001  0.0019
0.550 -0.0190 -0.0001  0.0043
0.650 -0.0164 -0.0001  0.0024
0.750 -0.0153 -0.0001  0.0068
0.850 -0.0133 -0.0001  0.0012
0.950 -0.0109 -0.0001  0.0015
1.050 -0.0073 -0.0001  0.0009
1.150 -0.0057 -0.0001  0.0007
1.250 -0.0037 -0.0000  0.0005
1.350 -0.0019 -0.0000  0.0003
1.450 -0.0009 -0.0000  0.0002
1.550 -0.0002 -0.0000  0.0001
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
