# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.302201 -----------------
#dely    BF    dB     BFVar
0.050  0.5306  0.0002  0.0046
0.150  0.4853  0.0002  0.0049
0.250  0.4269  0.0002  0.0036
0.350  0.3661  0.0002  0.0022
0.450  0.3056  0.0002  0.0030
0.550  0.2481  0.0001  0.0041
0.650  0.1923  0.0001  0.0029
0.750  0.1484  0.0001  0.0016
0.850  0.1101  0.0001  0.0020
0.950  0.0780  0.0001  0.0014
1.050  0.0534  0.0001  0.0011
1.150  0.0348  0.0000  0.0008
1.250  0.0212  0.0000  0.0009
1.350  0.0120  0.0000  0.0010
1.450  0.0062  0.0000  0.0010
1.550  0.0025  0.0000  0.0003
1.650  0.0006  0.0000  0.0004
1.750 -0.0001 -0.0000  0.0001
