# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.278379 -----------------
#dely    BF
0.050  0.4533  0.0025
0.150  0.4161  0.0024
0.250  0.3643  0.0022
0.350  0.3347  0.0022
0.450  0.2769  0.0019
0.550  0.2095  0.0016
0.650  0.1851  0.0016
0.750  0.1450  0.0014
0.850  0.1211  0.0013
0.950  0.0852  0.0010
1.050  0.0667  0.0009
1.150  0.0476  0.0008
1.250  0.0362  0.0007
1.350  0.0220  0.0005
1.450  0.0115  0.0003
1.550  0.0060  0.0002
1.650  0.0029  0.0001
1.750 -0.0002 -0.0000
