# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.00707581 -----------------
#dely    BF
0.050 -0.0128 -0.0001
0.150 -0.0125 -0.0001
0.250 -0.0180 -0.0002
0.350 -0.0095 -0.0001
0.450 -0.0120 -0.0002
0.550 -0.0054 -0.0001
0.650 -0.0045 -0.0001
0.750 -0.0041 -0.0001
0.850  0.0026  0.0001
0.950  0.0014  0.0000
1.050  0.0015  0.0000
1.150  0.0011  0.0000
1.250  0.0009  0.0001
1.350  0.0005  0.0000
1.450  0.0002  0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
