# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.136482 -----------------
#dely    BF
0.050 -0.1506 -0.0002
0.150 -0.1414 -0.0002
0.250 -0.1330 -0.0002
0.350 -0.1260 -0.0002
0.450 -0.1131 -0.0002
0.550 -0.1049 -0.0002
0.650 -0.0989 -0.0002
0.750 -0.0883 -0.0001
0.850 -0.0813 -0.0001
0.950 -0.0705 -0.0001
1.050 -0.0634 -0.0001
1.150 -0.0547 -0.0001
1.250 -0.0456 -0.0001
1.350 -0.0352 -0.0001
1.450 -0.0269 -0.0001
1.550 -0.0183 -0.0001
1.650 -0.0095 -0.0001
1.750 -0.0032 -0.0000
