# SIGMA_QGP=1.0226, SIGMA_HAD=0.399939
# NSAMPLE=10000000, Tblast=97.2657, UPERPblast(x,y)=(0.7168,0.7168)
# SOVERUD=0.7981, QUARK_ENTROPY_RATIO=0.1874, BARYON_FUDGE=0.6701
# ------- normalization=0.233465 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3253  0.0002  0.0652  0.0879  0.1722
0.150  0.3024  0.0002  0.0618  0.0814  0.1593
0.250  0.2763  0.0002  0.0566  0.0738  0.1460
0.350  0.2512  0.0002  0.0528  0.0656  0.1328
0.450  0.2244  0.0002  0.0475  0.0574  0.1194
0.550  0.1968  0.0002  0.0435  0.0491  0.1042
0.650  0.1679  0.0002  0.0387  0.0405  0.0887
0.750  0.1419  0.0002  0.0333  0.0329  0.0757
0.850  0.1174  0.0002  0.0290  0.0265  0.0618
0.950  0.0947  0.0001  0.0253  0.0207  0.0487
1.050  0.0737  0.0001  0.0205  0.0154  0.0377
1.150  0.0559  0.0001  0.0171  0.0114  0.0275
1.250  0.0413  0.0001  0.0136  0.0081  0.0196
1.350  0.0286  0.0001  0.0100  0.0054  0.0132
1.450  0.0185  0.0001  0.0071  0.0034  0.0080
1.550  0.0116  0.0000  0.0049  0.0021  0.0047
1.650  0.0054  0.0000  0.0024  0.0009  0.0020
1.750  0.0015  0.0000  0.0007  0.0002  0.0005
