# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.248381 -----------------
#dely    BF    dB     BFVar
0.050  0.3290  0.0001  0.0023
0.150  0.3062  0.0001  0.0047
0.250  0.2833  0.0001  0.0051
0.350  0.2575  0.0001  0.0032
0.450  0.2319  0.0001  0.0029
0.550  0.2062  0.0001  0.0032
0.650  0.1806  0.0001  0.0034
0.750  0.1551  0.0001  0.0023
0.850  0.1317  0.0001  0.0022
0.950  0.1081  0.0001  0.0024
1.050  0.0861  0.0001  0.0010
1.150  0.0679  0.0001  0.0012
1.250  0.0516  0.0001  0.0013
1.350  0.0372  0.0001  0.0010
1.450  0.0250  0.0000  0.0006
1.550  0.0158  0.0000  0.0004
1.650  0.0080  0.0000  0.0003
1.750  0.0023  0.0000  0.0002
