# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.209891 -----------------
#dely    BF
0.050  0.2826  0.0018
0.150  0.2803  0.0018
0.250  0.2494  0.0017
0.350  0.2138  0.0015
0.450  0.2097  0.0016
0.550  0.1715  0.0014
0.650  0.1526  0.0013
0.750  0.1326  0.0013
0.850  0.1073  0.0011
0.950  0.0863  0.0010
1.050  0.0595  0.0008
1.150  0.0506  0.0007
1.250  0.0445  0.0007
1.350  0.0264  0.0005
1.450  0.0152  0.0004
1.550  0.0112  0.0003
1.650  0.0061  0.0002
1.750 -0.0006 -0.0000
