# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.0546533 -----------------
#dely    BF
0.050  0.0875  0.0036
0.150  0.0791  0.0034
0.250  0.0724  0.0032
0.350  0.0711  0.0035
0.450  0.0571  0.0032
0.550  0.0429  0.0026
0.650  0.0422  0.0029
0.750  0.0349  0.0028
0.850  0.0344  0.0028
0.950  0.0074  0.0008
1.050  0.0065  0.0008
1.150  0.0070  0.0011
1.250  0.0041  0.0009
1.350  0.0005  0.0002
1.450 -0.0006 -0.0003
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
