# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0586527 -----------------
#dely    BF
0.050 -0.1081 -0.0007
0.150 -0.1004 -0.0007
0.250 -0.0861 -0.0006
0.350 -0.0723 -0.0006
0.450 -0.0596 -0.0005
0.550 -0.0468 -0.0004
0.650 -0.0356 -0.0004
0.750 -0.0259 -0.0003
0.850 -0.0193 -0.0003
0.950 -0.0130 -0.0002
1.050 -0.0094 -0.0002
1.150 -0.0050 -0.0001
1.250 -0.0027 -0.0001
1.350 -0.0018 -0.0001
1.450 -0.0003 -0.0000
1.550 -0.0002 -0.0000
1.650 -0.0000 -0.0000
1.750  0.0000  0.0000
