# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0152382 -----------------
#dely    BF
0.050 -0.0054 -0.0001
0.150 -0.0165 -0.0004
0.250 -0.0029 -0.0001
0.350 -0.0179 -0.0005
0.450 -0.0180 -0.0005
0.550 -0.0106 -0.0003
0.650 -0.0205 -0.0007
0.750 -0.0134 -0.0006
0.850 -0.0184 -0.0009
0.950 -0.0132 -0.0007
1.050 -0.0081 -0.0006
1.150 -0.0030 -0.0003
1.250 -0.0031 -0.0004
1.350 -0.0014 -0.0003
1.450 -0.0001 -0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
