# ICODE=321, JCODE=-2212
# SIGMA_QGP=1.0346, SIGMA_HAD=0.504057
# NSAMPLE=10000000, Tblast=80.5748, UPERPblast(x,y)=(0.7937,0.7937)
# SOVERUD=0.7267, QUARK_ENTROPY_RATIO=0.2193, BARYON_FUDGE=0.6948
# ------- normalization=0.0125196 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0293  0.0002 -0.0230  0.0431  0.0092
0.150  0.0270  0.0002 -0.0212  0.0400  0.0083
0.250  0.0232  0.0002 -0.0201  0.0359  0.0073
0.350  0.0178  0.0002 -0.0178  0.0296  0.0060
0.450  0.0139  0.0002 -0.0149  0.0244  0.0044
0.550  0.0087  0.0001 -0.0126  0.0188  0.0025
0.650  0.0049  0.0001 -0.0110  0.0142  0.0017
0.750  0.0019  0.0000 -0.0087  0.0097  0.0010
0.850  0.0007  0.0000 -0.0063  0.0063  0.0007
0.950  0.0001  0.0000 -0.0046  0.0044  0.0004
1.050 -0.0008 -0.0000 -0.0031  0.0022  0.0001
1.150 -0.0007 -0.0000 -0.0017  0.0010  0.0000
1.250 -0.0007 -0.0000 -0.0011  0.0004  0.0000
1.350 -0.0002 -0.0000 -0.0004  0.0001  0.0000
1.450 -0.0000 -0.0000 -0.0001  0.0000  0.0000
1.550  0.0000  0.0000  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
