# ICODE=211, JCODE=-321
# SIGMA_QGP=1.0346, SIGMA_HAD=0.504057
# NSAMPLE=10000000, Tblast=80.5748, UPERPblast(x,y)=(0.7937,0.7937)
# SOVERUD=0.7267, QUARK_ENTROPY_RATIO=0.2193, BARYON_FUDGE=0.6948
# ------- normalization=0.0133531 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0187  0.0000  0.0041  0.0028  0.0118
0.150  0.0186  0.0000  0.0042  0.0026  0.0117
0.250  0.0171  0.0000  0.0036  0.0023  0.0112
0.350  0.0162  0.0000  0.0035  0.0021  0.0106
0.450  0.0146  0.0000  0.0032  0.0018  0.0095
0.550  0.0121  0.0000  0.0025  0.0014  0.0081
0.650  0.0104  0.0000  0.0024  0.0012  0.0068
0.750  0.0087  0.0000  0.0019  0.0010  0.0058
0.850  0.0065  0.0000  0.0019  0.0007  0.0039
0.950  0.0044  0.0000  0.0013  0.0005  0.0026
1.050  0.0030  0.0000  0.0012  0.0004  0.0015
1.150  0.0018  0.0000  0.0008  0.0002  0.0008
1.250  0.0008  0.0000  0.0004  0.0001  0.0003
1.350  0.0004  0.0000  0.0003  0.0001  0.0001
1.450  0.0002  0.0000  0.0002  0.0000  0.0000
1.550  0.0000  0.0000  0.0000 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
