# ICODE=211, JCODE=-211
# SIGMA_QGP=1.0346, SIGMA_HAD=0.504057
# NSAMPLE=10000000, Tblast=80.5748, UPERPblast(x,y)=(0.7937,0.7937)
# SOVERUD=0.7267, QUARK_ENTROPY_RATIO=0.2193, BARYON_FUDGE=0.6948
# ------- normalization=0.214549 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3048  0.0003  0.0700  0.0614  0.1734
0.150  0.2860  0.0003  0.0661  0.0570  0.1629
0.250  0.2631  0.0003  0.0611  0.0520  0.1500
0.350  0.2389  0.0003  0.0563  0.0461  0.1365
0.450  0.2141  0.0002  0.0506  0.0399  0.1235
0.550  0.1855  0.0002  0.0446  0.0335  0.1074
0.650  0.1588  0.0002  0.0388  0.0277  0.0922
0.750  0.1314  0.0002  0.0344  0.0220  0.0750
0.850  0.1058  0.0002  0.0289  0.0173  0.0597
0.950  0.0827  0.0002  0.0231  0.0134  0.0462
1.050  0.0616  0.0001  0.0189  0.0098  0.0329
1.150  0.0446  0.0001  0.0150  0.0068  0.0227
1.250  0.0303  0.0001  0.0113  0.0046  0.0144
1.350  0.0197  0.0001  0.0081  0.0029  0.0088
1.450  0.0112  0.0001  0.0050  0.0017  0.0046
1.550  0.0055  0.0000  0.0027  0.0007  0.0021
1.650  0.0015  0.0000  0.0009  0.0002  0.0004
1.750  0.0001  0.0000  0.0000  0.0000  0.0000
