# ICODE=2212, JCODE=-2212
# SIGMA_QGP=1.0346, SIGMA_HAD=0.504057
# NSAMPLE=10000000, Tblast=80.5748, UPERPblast(x,y)=(0.7937,0.7937)
# SOVERUD=0.7267, QUARK_ENTROPY_RATIO=0.2193, BARYON_FUDGE=0.6948
# ------- normalization=0.0712441 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0950  0.0013  0.1864 -0.0914  0.0000
0.150  0.0977  0.0014  0.1809 -0.0832  0.0000
0.250  0.0886  0.0014  0.1603 -0.0717  0.0000
0.350  0.0776  0.0013  0.1380 -0.0604  0.0000
0.450  0.0700  0.0013  0.1188 -0.0489  0.0000
0.550  0.0680  0.0015  0.1021 -0.0341  0.0000
0.650  0.0600  0.0014  0.0857 -0.0257  0.0000
0.750  0.0500  0.0014  0.0682 -0.0182  0.0000
0.850  0.0374  0.0013  0.0493 -0.0119  0.0000
0.950  0.0276  0.0012  0.0341 -0.0065  0.0000
1.050  0.0215  0.0012  0.0247 -0.0032  0.0000
1.150  0.0116  0.0008  0.0133 -0.0017  0.0000
1.250  0.0054  0.0006  0.0060 -0.0006  0.0000
1.350  0.0016  0.0003  0.0018 -0.0002  0.0000
1.450  0.0006  0.0002  0.0006 -0.0000  0.0000
1.550  0.0000  0.0000  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
