# ICODE=2212, JCODE=-2212
# SIGMA_QGP=1.2972, SIGMA_HAD=0.362697
# NSAMPLE=10000000, Tblast=80.3037, UPERPblast(x,y)=(0.737,0.737)
# SOVERUD=0.7107, QUARK_ENTROPY_RATIO=0.161, BARYON_FUDGE=0.6046
# ------- normalization=0.0608939 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0854  0.0013  0.1295 -0.0442  0.0000
0.150  0.0771  0.0012  0.1195 -0.0423  0.0000
0.250  0.0761  0.0013  0.1117 -0.0355  0.0000
0.350  0.0696  0.0013  0.0975 -0.0279  0.0000
0.450  0.0592  0.0013  0.0797 -0.0205  0.0000
0.550  0.0584  0.0014  0.0733 -0.0149  0.0000
0.650  0.0452  0.0013  0.0541 -0.0089  0.0000
0.750  0.0468  0.0016  0.0519 -0.0051  0.0000
0.850  0.0326  0.0014  0.0356 -0.0030  0.0000
0.950  0.0240  0.0013  0.0253 -0.0013  0.0000
1.050  0.0198  0.0013  0.0203 -0.0006  0.0000
1.150  0.0084  0.0008  0.0089 -0.0004  0.0000
1.250  0.0045  0.0006  0.0045 -0.0000  0.0000
1.350  0.0013  0.0003  0.0013 -0.0000  0.0000
1.450  0.0005  0.0002  0.0005  0.0000  0.0000
1.550  0.0001  0.0001  0.0001  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
