# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.139567 -----------------
#dely    BF    dB     BFVar
0.050  0.5136  0.0040  0.0202
0.150  0.3864  0.0032  0.0152
0.250  0.2343  0.0021  0.0140
0.350  0.1156  0.0012  0.0225
0.450  0.0684  0.0009  0.0128
0.550  0.0329  0.0005  0.0036
0.650  0.0171  0.0003  0.0034
0.750  0.0085  0.0002  0.0011
0.850  0.0088  0.0003  0.0022
0.950  0.0046  0.0002  0.0005
1.050  0.0024  0.0001  0.0003
1.150  0.0018  0.0001  0.0005
1.250  0.0009  0.0001  0.0003
1.350  0.0004  0.0000  0.0001
1.450  0.0001  0.0000  0.0000
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
