# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0400696 -----------------
#dely    BF    dB     BFVar
0.050 -0.1021 -0.0003  0.0019
0.150 -0.0919 -0.0003  0.0021
0.250 -0.0750 -0.0003  0.0022
0.350 -0.0554 -0.0002  0.0018
0.450 -0.0374 -0.0002  0.0025
0.550 -0.0244 -0.0001  0.0019
0.650 -0.0132 -0.0001  0.0018
0.750 -0.0063 -0.0000  0.0012
0.850 -0.0019 -0.0000  0.0013
0.950 -0.0001 -0.0000  0.0007
1.050  0.0018  0.0000  0.0006
1.150  0.0019  0.0000  0.0004
1.250  0.0016  0.0000  0.0002
1.350  0.0012  0.0000  0.0003
1.450  0.0004  0.0000  0.0001
1.550  0.0001  0.0000  0.0001
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
