# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.271543 -----------------
#dely    BF
0.050  0.4828  0.0006
0.150  0.4406  0.0005
0.250  0.3904  0.0005
0.350  0.3399  0.0005
0.450  0.2903  0.0004
0.550  0.2239  0.0003
0.650  0.1734  0.0003
0.750  0.1308  0.0002
0.850  0.0966  0.0002
0.950  0.0622  0.0001
1.050  0.0395  0.0001
1.150  0.0240  0.0001
1.250  0.0135  0.0000
1.350  0.0057  0.0000
1.450  0.0022  0.0000
1.550  0.0000  0.0000
1.650 -0.0005 -0.0000
1.750 -0.0001 -0.0000
