# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0939935 -----------------
#dely    BF
0.050 -0.1746 -0.0013
0.150 -0.1281 -0.0010
0.250 -0.1212 -0.0010
0.350 -0.1260 -0.0011
0.450 -0.1037 -0.0009
0.550 -0.0767 -0.0007
0.650 -0.0617 -0.0006
0.750 -0.0469 -0.0005
0.850 -0.0286 -0.0003
0.950 -0.0234 -0.0003
1.050 -0.0211 -0.0003
1.150 -0.0098 -0.0002
1.250 -0.0163 -0.0003
1.350  0.0009  0.0000
1.450 -0.0032 -0.0001
1.550  0.0005  0.0000
1.650  0.0017  0.0001
1.750 -0.0018 -0.0001
