# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0497097 -----------------
#dely    BF
0.050 -0.0583 -0.0001
0.150 -0.0559 -0.0001
0.250 -0.0525 -0.0001
0.350 -0.0460 -0.0001
0.450 -0.0433 -0.0001
0.550 -0.0364 -0.0001
0.650 -0.0339 -0.0001
0.750 -0.0311 -0.0001
0.850 -0.0310 -0.0001
0.950 -0.0261 -0.0001
1.050 -0.0235 -0.0001
1.150 -0.0183 -0.0001
1.250 -0.0161 -0.0001
1.350 -0.0115 -0.0000
1.450 -0.0076 -0.0000
1.550 -0.0038 -0.0000
1.650 -0.0016 -0.0000
1.750 -0.0001 -0.0000
