# ICODE=211, JCODE=-321
# SIGMA_QGP=1.1442, SIGMA_HAD=0.611117
# NSAMPLE=10000000, Tblast=79.8328, UPERPblast(x,y)=(0.807,0.807)
# SOVERUD=0.8164, QUARK_ENTROPY_RATIO=0.1979, BARYON_FUDGE=0.7159
# ------- normalization=0.0131375 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0181  0.0000  0.0033  0.0031  0.0117
0.150  0.0178  0.0000  0.0032  0.0031  0.0115
0.250  0.0172  0.0000  0.0031  0.0029  0.0113
0.350  0.0161  0.0000  0.0029  0.0026  0.0106
0.450  0.0144  0.0000  0.0027  0.0022  0.0095
0.550  0.0124  0.0000  0.0024  0.0018  0.0082
0.650  0.0104  0.0000  0.0020  0.0015  0.0069
0.750  0.0083  0.0000  0.0015  0.0013  0.0056
0.850  0.0063  0.0000  0.0015  0.0008  0.0040
0.950  0.0046  0.0000  0.0013  0.0007  0.0027
1.050  0.0026  0.0000  0.0007  0.0004  0.0015
1.150  0.0017  0.0000  0.0008  0.0003  0.0007
1.250  0.0009  0.0000  0.0004  0.0002  0.0003
1.350  0.0004  0.0000  0.0003  0.0001  0.0001
1.450  0.0001  0.0000  0.0001  0.0001  0.0000
1.550  0.0001  0.0000  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
