# ICODE=211, JCODE=-211
# SIGMA_QGP=1.1442, SIGMA_HAD=0.611117
# NSAMPLE=10000000, Tblast=79.8328, UPERPblast(x,y)=(0.807,0.807)
# SOVERUD=0.8164, QUARK_ENTROPY_RATIO=0.1979, BARYON_FUDGE=0.7159
# ------- normalization=0.212776 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3021  0.0003  0.0570  0.0720  0.1731
0.150  0.2845  0.0003  0.0553  0.0675  0.1616
0.250  0.2615  0.0003  0.0504  0.0610  0.1500
0.350  0.2371  0.0003  0.0461  0.0542  0.1367
0.450  0.2105  0.0002  0.0408  0.0476  0.1221
0.550  0.1855  0.0002  0.0374  0.0406  0.1075
0.650  0.1569  0.0002  0.0330  0.0337  0.0902
0.750  0.1307  0.0002  0.0287  0.0273  0.0748
0.850  0.1048  0.0002  0.0239  0.0218  0.0592
0.950  0.0815  0.0002  0.0197  0.0167  0.0450
1.050  0.0615  0.0001  0.0165  0.0122  0.0327
1.150  0.0438  0.0001  0.0127  0.0088  0.0223
1.250  0.0298  0.0001  0.0094  0.0059  0.0146
1.350  0.0193  0.0001  0.0070  0.0037  0.0086
1.450  0.0112  0.0000  0.0040  0.0023  0.0049
1.550  0.0054  0.0000  0.0024  0.0010  0.0020
1.650  0.0015  0.0000  0.0008  0.0003  0.0004
1.750  0.0001  0.0000  0.0001  0.0000  0.0000
