# ICODE=321, JCODE=-321
# SIGMA_QGP=1.1442, SIGMA_HAD=0.611117
# NSAMPLE=10000000, Tblast=79.8328, UPERPblast(x,y)=(0.807,0.807)
# SOVERUD=0.8164, QUARK_ENTROPY_RATIO=0.1979, BARYON_FUDGE=0.7159
# ------- normalization=0.055708 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0808  0.0004  0.0844 -0.0094  0.0057
0.150  0.0778  0.0004  0.0815 -0.0089  0.0052
0.250  0.0726  0.0004  0.0756 -0.0079  0.0049
0.350  0.0644  0.0004  0.0669 -0.0068  0.0042
0.450  0.0562  0.0004  0.0582 -0.0056  0.0036
0.550  0.0500  0.0004  0.0514 -0.0045  0.0031
0.650  0.0413  0.0003  0.0424 -0.0037  0.0025
0.750  0.0343  0.0003  0.0348 -0.0027  0.0022
0.850  0.0266  0.0003  0.0273 -0.0020  0.0014
0.950  0.0196  0.0003  0.0199 -0.0014  0.0011
1.050  0.0145  0.0002  0.0146 -0.0008  0.0007
1.150  0.0093  0.0002  0.0094 -0.0005  0.0004
1.250  0.0055  0.0001  0.0056 -0.0002  0.0001
1.350  0.0030  0.0001  0.0030 -0.0001  0.0001
1.450  0.0010  0.0001  0.0010 -0.0000  0.0000
1.550  0.0002  0.0000  0.0002 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
