# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.123052 -----------------
#dely    BF    dB     BFVar
0.050  0.2842  0.0010  0.0053
0.150  0.2633  0.0010  0.0050
0.250  0.2167  0.0008  0.0043
0.350  0.1720  0.0007  0.0044
0.450  0.1219  0.0005  0.0097
0.550  0.0837  0.0004  0.0022
0.650  0.0489  0.0003  0.0023
0.750  0.0266  0.0002  0.0030
0.850  0.0126  0.0001  0.0010
0.950  0.0036  0.0000  0.0010
1.050  0.0006  0.0000  0.0008
1.150 -0.0011 -0.0000  0.0005
1.250 -0.0013 -0.0000  0.0005
1.350 -0.0008 -0.0000  0.0002
1.450 -0.0003 -0.0000  0.0001
1.550 -0.0001 -0.0000  0.0000
1.650 -0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000
