# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0705754 -----------------
#dely    BF
0.050 -0.0536 -0.0005
0.150 -0.0754 -0.0007
0.250 -0.0463 -0.0005
0.350 -0.0410 -0.0004
0.450 -0.0451 -0.0005
0.550 -0.0426 -0.0005
0.650 -0.0643 -0.0008
0.750 -0.0727 -0.0010
0.850 -0.0474 -0.0007
0.950 -0.0522 -0.0008
1.050 -0.0448 -0.0008
1.150 -0.0364 -0.0007
1.250 -0.0247 -0.0006
1.350 -0.0221 -0.0006
1.450 -0.0196 -0.0007
1.550 -0.0128 -0.0006
1.650 -0.0048 -0.0003
1.750  0.0000  0.0000
