# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.00792049 -----------------
#dely    BF
0.050 -0.2506 -0.0132
0.150 -0.3087 -0.0159
0.250 -0.2600 -0.0130
0.350 -0.2459 -0.0130
0.450 -0.2678 -0.0149
0.550 -0.2316 -0.0132
0.650 -0.2017 -0.0124
0.750 -0.1622 -0.0097
0.850 -0.0723 -0.0047
0.950 -0.0333 -0.0023
1.050  0.0011  0.0001
1.150  0.0464  0.0036
1.250  0.0377  0.0029
1.350  0.0609  0.0048
1.450  0.0685  0.0061
1.550  0.0736  0.0069
1.650  0.0503  0.0050
1.750  0.0814  0.0078
1.850  0.0486  0.0051
1.950  0.0583  0.0064
2.050  0.0525  0.0057
2.150  0.0667  0.0084
2.250  0.0337  0.0045
2.350  0.0328  0.0053
2.450  0.0535  0.0081
2.550  0.0862  0.0127
2.650  0.0602  0.0099
2.750  0.0419  0.0075
2.850  0.0521  0.0083
2.950  0.0209  0.0043
3.050  0.1027  0.0206
3.150  0.0259  0.0047
3.250  0.0467  0.0102
3.350  0.0243  0.0061
3.450  0.0020  0.0006
3.550  0.0127  0.0033
3.650 -0.0048 -0.0020
3.750  0.0786  0.0192
3.850  0.0313  0.0105
3.950  0.0558  0.0162
4.050  0.0240  0.0076
4.150  0.0215  0.0125
4.250  0.0392  0.0118
4.350  0.0279  0.0084
4.450  0.0221  0.0090
4.550  0.0540  0.0222
4.650  0.0083  0.0034
4.750  0.0260  0.0117
4.850  0.0110  0.0055
4.950  0.0138  0.0056
5.050  0.0395  0.0150
5.150  0.0352  0.0204
5.250  0.0109  0.0109
5.350  0.0262  0.0117
5.450  0.0000  0.0000
5.550  0.0309  0.0180
5.650  0.0220  0.0157
5.750  0.0101  0.0101
5.850  0.0046  0.0046
5.950  0.0108  0.0076
6.050  0.0000  0.0000
6.150  0.0059  0.0041
6.250  0.0106  0.0106
6.350  0.0000  0.0000
6.450  0.0110  0.0078
6.550  0.0000  0.0000
6.650  0.0000  0.0000
6.750  0.0000  0.0000
6.850  0.0244  0.0244
6.950  0.0039  0.0039
7.050  0.0000  0.0000
7.150  0.0000  0.0000
7.250  0.0000  0.0000
7.350  0.0000  0.0000
7.450  0.0253  0.0253
7.550  0.0129  0.0129
7.650  0.0000  0.0000
7.750  0.0000  0.0000
7.850  0.0179  0.0179
7.950  0.0000  0.0000
8.050  0.0000  0.0000
8.150  0.0000  0.0000
8.250  0.0000  0.0000
8.350  0.0000  0.0000
8.450  0.0000  0.0000
8.550  0.0206  0.0206
8.650  0.0000  0.0000
8.750  0.0071  0.0071
8.850  0.0000  0.0000
8.950  0.0000  0.0000
9.050  0.0000  0.0000
9.150  0.0000  0.0000
9.250  0.0000  0.0000
9.350  0.0000  0.0000
9.450  0.0000  0.0000
9.550  0.0000  0.0000
9.650  0.0000  0.0000
9.750  0.0000  0.0000
9.850  0.0000  0.0000
9.950  0.0000  0.0000
10.050 -0.0252 -0.0252
10.150  0.0000  0.0000
10.250  0.0000  0.0000
10.350  0.0000  0.0000
10.450  0.0000  0.0000
10.550  0.0000  0.0000
10.650  0.0000  0.0000
10.750  0.0000  0.0000
10.850  0.0000  0.0000
10.950  0.0000  0.0000
11.050  0.0000  0.0000
11.150  0.0000  0.0000
11.250  0.0000  0.0000
11.350  0.0000  0.0000
11.450  0.0000  0.0000
11.550  0.0000  0.0000
11.650  0.0000  0.0000
11.750  0.0000  0.0000
11.850  0.0000  0.0000
11.950  0.0000  0.0000
