# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0319254 -----------------
#dely    BF
0.050 -0.0506 -0.0021
0.150 -0.0356 -0.0015
0.250 -0.0328 -0.0015
0.350 -0.0260 -0.0012
0.450 -0.0322 -0.0017
0.550 -0.0326 -0.0019
0.650 -0.0364 -0.0025
0.750 -0.0288 -0.0022
0.850 -0.0264 -0.0022
0.950 -0.0061 -0.0006
1.050 -0.0068 -0.0008
1.150 -0.0028 -0.0005
1.250 -0.0030 -0.0006
1.350  0.0002  0.0000
1.450  0.0005  0.0002
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
