# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=10000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.248178 -----------------
#dely    BF
0.050  0.3889  0.0004
0.150  0.3631  0.0004
0.250  0.3304  0.0003
0.350  0.2939  0.0003
0.450  0.2540  0.0003
0.550  0.2158  0.0003
0.650  0.1778  0.0002
0.750  0.1402  0.0002
0.850  0.1082  0.0002
0.950  0.0790  0.0001
1.050  0.0557  0.0001
1.150  0.0361  0.0001
1.250  0.0208  0.0000
1.350  0.0112  0.0000
1.450  0.0054  0.0000
1.550  0.0013  0.0000
1.650 -0.0000 -0.0000
1.750 -0.0001 -0.0000
