# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0532961 -----------------
#dely    BF
0.050 -0.0330 -0.0000
0.150 -0.0331 -0.0000
0.250 -0.0336 -0.0000
0.350 -0.0335 -0.0000
0.450 -0.0326 -0.0000
0.550 -0.0356 -0.0001
0.650 -0.0353 -0.0001
0.750 -0.0367 -0.0001
0.850 -0.0407 -0.0001
0.950 -0.0365 -0.0001
1.050 -0.0389 -0.0001
1.150 -0.0354 -0.0001
1.250 -0.0311 -0.0001
1.350 -0.0266 -0.0001
1.450 -0.0217 -0.0001
1.550 -0.0159 -0.0001
1.650 -0.0100 -0.0001
1.750 -0.0029 -0.0000
