# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.274918 -----------------
#dely    BF    dB     BFVar
0.050  0.3581  0.0002  0.0049
0.150  0.3373  0.0002  0.0034
0.250  0.3097  0.0002  0.0031
0.350  0.2889  0.0002  0.0041
0.450  0.2611  0.0002  0.0029
0.550  0.2328  0.0002  0.0024
0.650  0.2047  0.0002  0.0038
0.750  0.1751  0.0002  0.0031
0.850  0.1475  0.0001  0.0028
0.950  0.1215  0.0001  0.0025
1.050  0.0974  0.0001  0.0021
1.150  0.0749  0.0001  0.0025
1.250  0.0553  0.0001  0.0018
1.350  0.0398  0.0001  0.0009
1.450  0.0258  0.0001  0.0019
1.550  0.0139  0.0000  0.0005
1.650  0.0050  0.0000  0.0006
1.750  0.0004  0.0000  0.0001
