# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0973016 -----------------
#dely    BF    dB     BFVar
0.050  0.1547  0.0016  0.0097
0.150  0.1525  0.0017  0.0094
0.250  0.1409  0.0016  0.0053
0.350  0.1228  0.0015  0.0059
0.450  0.1093  0.0015  0.0189
0.550  0.0798  0.0012  0.0059
0.650  0.0654  0.0011  0.0043
0.750  0.0503  0.0010  0.0065
0.850  0.0362  0.0009  0.0041
0.950  0.0272  0.0008  0.0023
1.050  0.0176  0.0006  0.0041
1.150  0.0103  0.0005  0.0016
1.250  0.0041  0.0003  0.0005
1.350  0.0018  0.0002  0.0005
1.450  0.0001  0.0000  0.0001
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
