# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0543586 -----------------
#dely    BF    dB     BFVar
0.050 -0.0611 -0.0002  0.0045
0.150 -0.0631 -0.0002  0.0031
0.250 -0.0638 -0.0002  0.0060
0.350 -0.0638 -0.0002  0.0025
0.450 -0.0625 -0.0003  0.0021
0.550 -0.0565 -0.0003  0.0028
0.650 -0.0484 -0.0003  0.0050
0.750 -0.0405 -0.0003  0.0013
0.850 -0.0304 -0.0002  0.0015
0.950 -0.0219 -0.0002  0.0012
1.050 -0.0148 -0.0001  0.0008
1.150 -0.0089 -0.0001  0.0005
1.250 -0.0050 -0.0001  0.0003
1.350 -0.0020 -0.0000  0.0002
1.450 -0.0007 -0.0000  0.0001
1.550 -0.0002 -0.0000  0.0000
1.650 -0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000
