# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0927478 -----------------
#dely    BF
0.050 -0.1582 -0.0001
0.150 -0.1416 -0.0001
0.250 -0.1268 -0.0001
0.350 -0.1110 -0.0001
0.450 -0.0900 -0.0001
0.550 -0.0759 -0.0001
0.650 -0.0598 -0.0001
0.750 -0.0453 -0.0001
0.850 -0.0366 -0.0001
0.950 -0.0269 -0.0000
1.050 -0.0195 -0.0000
1.150 -0.0148 -0.0000
1.250 -0.0107 -0.0000
1.350 -0.0065 -0.0000
1.450 -0.0032 -0.0000
1.550 -0.0010 -0.0000
1.650  0.0001  0.0000
1.750  0.0003  0.0000
