# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.240324 -----------------
#dely    BF    dB     BFVar
0.050  0.3131  0.0002  0.0020
0.150  0.2964  0.0002  0.0024
0.250  0.2740  0.0002  0.0028
0.350  0.2524  0.0002  0.0014
0.450  0.2286  0.0002  0.0024
0.550  0.2044  0.0002  0.0021
0.650  0.1789  0.0002  0.0011
0.750  0.1527  0.0001  0.0022
0.850  0.1285  0.0001  0.0015
0.950  0.1051  0.0001  0.0015
1.050  0.0834  0.0001  0.0013
1.150  0.0644  0.0001  0.0011
1.250  0.0481  0.0001  0.0008
1.350  0.0344  0.0001  0.0015
1.450  0.0219  0.0001  0.0004
1.550  0.0123  0.0000  0.0005
1.650  0.0041  0.0000  0.0004
1.750  0.0003  0.0000  0.0000
