# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.447011 -----------------
#dely    BF
0.050 -0.4112 -0.0035
0.150 -0.3853 -0.0034
0.250 -0.3476 -0.0032
0.350 -0.3361 -0.0032
0.450 -0.3391 -0.0033
0.550 -0.3731 -0.0039
0.650 -0.2521 -0.0028
0.750 -0.3168 -0.0037
0.850 -0.2859 -0.0036
0.950 -0.2379 -0.0033
1.050 -0.2681 -0.0040
1.150 -0.2865 -0.0047
1.250 -0.1879 -0.0034
1.350 -0.1803 -0.0037
1.450 -0.1018 -0.0024
1.550 -0.0885 -0.0025
1.650 -0.0658 -0.0025
1.750 -0.0062 -0.0004
