# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.25
# ------- normalization=0.0825565 -----------------
#dely    BF
0.050  0.1769  0.0072
0.150  0.1929  0.0084
0.250  0.1205  0.0057
0.350  0.0958  0.0049
0.450  0.0806  0.0044
0.550  0.0438  0.0029
0.650  0.0519  0.0038
0.750  0.0255  0.0021
0.850  0.0121  0.0012
0.950  0.0082  0.0009
1.050  0.0156  0.0021
1.150  0.0058  0.0009
1.250 -0.0000 -0.0000
1.350 -0.0020 -0.0005
1.450 -0.0031 -0.0011
1.550  0.0011  0.0011
1.650  0.0000  0.0000
1.750  0.0000  0.0000
