# SIGMA_QGP=1.038, SIGMA_HAD=0.594463
# NSAMPLE=10000000, Tblast=92.496, UPERPblast(x,y)=(0.7263,0.7263)
# SOVERUD=0.7795, QUARK_ENTROPY_RATIO=0.2566, BARYON_FUDGE=0.7683
# ------- normalization=0.224801 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3088  0.0002  0.0910  0.0451  0.1728
0.150  0.2843  0.0002  0.0824  0.0417  0.1601
0.250  0.2624  0.0002  0.0781  0.0385  0.1459
0.350  0.2380  0.0002  0.0708  0.0345  0.1327
0.450  0.2156  0.0002  0.0661  0.0305  0.1190
0.550  0.1863  0.0002  0.0575  0.0268  0.1020
0.650  0.1618  0.0002  0.0514  0.0225  0.0879
0.750  0.1387  0.0002  0.0457  0.0187  0.0743
0.850  0.1152  0.0002  0.0393  0.0154  0.0606
0.950  0.0945  0.0001  0.0339  0.0123  0.0483
1.050  0.0733  0.0001  0.0266  0.0097  0.0370
1.150  0.0557  0.0001  0.0223  0.0068  0.0266
1.250  0.0421  0.0001  0.0175  0.0055  0.0190
1.350  0.0301  0.0001  0.0136  0.0037  0.0128
1.450  0.0206  0.0001  0.0100  0.0026  0.0080
1.550  0.0126  0.0000  0.0067  0.0014  0.0045
1.650  0.0061  0.0000  0.0034  0.0007  0.0021
1.750  0.0018  0.0000  0.0011  0.0002  0.0006
