# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.296555 -----------------
#dely    BF    dB     BFVar
0.050  0.3895  0.0002  0.0019
0.150  0.3630  0.0002  0.0018
0.250  0.3392  0.0002  0.0029
0.350  0.3089  0.0002  0.0025
0.450  0.2794  0.0002  0.0038
0.550  0.2464  0.0002  0.0052
0.650  0.2177  0.0002  0.0033
0.750  0.1845  0.0001  0.0018
0.850  0.1579  0.0001  0.0016
0.950  0.1291  0.0001  0.0028
1.050  0.1036  0.0001  0.0021
1.150  0.0813  0.0001  0.0011
1.250  0.0606  0.0001  0.0007
1.350  0.0438  0.0001  0.0007
1.450  0.0300  0.0000  0.0011
1.550  0.0184  0.0000  0.0006
1.650  0.0096  0.0000  0.0004
1.750  0.0028  0.0000  0.0003
